2018-04-20 20:16:31,b'@LeeMack bloody lovely on hignfy right now being funny and sexy as hell as usual #hignfy',London
2018-04-13 21:03:05,"b""RT @The_Indexer: Look! We're on the telly! #HIGNFY https://t.co/k6cWUWDCWY""",London
2018-04-13 21:02:56,b'Nice to see @valmcdermid on #HIGNFY tonight.',London
2018-04-13 21:02:53,b'RT @grmford: #HIGNFY Iain Hislop has obviously forgotten that spoof interviews in Private Eye almost always feature spoons.',London
2018-04-13 21:02:52,b' #hignfy RT @chetanv82: Anyone else watching Have I got news for you like me finding themselves being distracted by Victoria Coren\xe2\x80\x99s cleavage? #HIGN\xe2\x80\xa6',London
2018-04-13 21:02:39,"b"" #hignfy When the world is a bit shit at least we can enjoy a woman's tits without feeling guilty about it. Here's to femini\xe2\x80\xa6 https://t.co/aff7zUDjUE""",London
2018-04-13 21:02:35,b'#HIGNFY \xf0\x9f\x91\x8f\n@richardosman &amp; @VictoriaCoren were absolutely brilliant tonight! \n\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 #SoFunny https://t.co/PU1VRYQOaZ',London
2018-04-13 21:02:33,b'Watching #HIGNFY a bit behind. May I say I think the #CoverDesign for The Indexer magazine is perfect \xf0\x9f\x99\x8c',London
2018-04-13 21:02:26,"b'@valmcdermid and @VictoriaCoren on #hignfy - fantastic!  Both funny, gorgeous - and bloody clever!'",London
2018-04-13 21:01:59,b'@andyiuk Maybe I\xe2\x80\x99m just discriminating against her voice. #HIGNFY',London
2018-04-13 21:01:52,b'@VictoriaCoren I loved your cherry \xf0\x9f\x8d\x92 dress in tonight\xe2\x80\x99s #HIGNFY where is it from? \xf0\x9f\x98\x8a',London
2018-04-13 21:01:49,"b' #hignfy @BBCOne knocking it out of the park tonight! Amazing @MasterChefUK final, hilarious @haveigotnews (please just make\xe2\x80\xa6 https://t.co/CMQ3HHAmR6'",London
2018-04-13 21:01:44,"b'#HIGNFY if the green haired river turtle breathes through its bum, why does it have nostrils?'",London
2018-04-13 21:01:31,b'@VictoriaCoren as permanent host of HIGNFY would get my vote  #HIGNFY',London
2018-04-13 21:01:28,"b"" #hignfy Not sure about sport but drug use should be compulsory in satire.  \n\nIt's a tragedy watching surrealist Paul Merton\xe2\x80\xa6 https://t.co/rKmAJjzloM""",London
2018-04-13 21:01:22,"b""Tonight's #HIGNFY was laugh out loud HILARIOUS""",London
2018-04-13 21:01:21,"b'#HIGNFY had tears rolling down my cheeks tonight, so funny \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",London
2018-04-13 21:01:20,b'@VictoriaCoren superb tonight on #HIGNFY',London
2018-04-13 21:01:19,b'I cannot concentrate on #HIGNFY because I am distracted by the most wonderful sound of @valmcdermid \xe2\x80\x98s throaty laug\xe2\x80\xa6 https://t.co/F91iFAMUzZ',London
2018-04-13 21:01:17,b' #hignfy RT @BritishQuakers: Woop! Great to hear @YoungQuakerPod mentioned on @haveigotnews this eve! You\xe2\x80\x99ll find laughter and fun - as well as sile\xe2\x80\xa6',London
2018-04-13 21:01:17,b'Very funny tonight. Maybe as all the guests witty &amp; likable. #HIGNFY',London
2018-04-13 21:01:15,b'@VictoriaCoren is looking even more enchanting than she normally does this evening \xf0\x9f\x91\x80 #HIGNFY',London
2018-04-13 21:01:14,b'Val McDermid was also an excellent guest - have her back. #HIGNFY',London
2018-04-13 21:01:12,"b"" #hignfy Kudos to @VictoriaCoren for line of the evening on @haveigotnews: if you're looking for Donald Trump in the index o\xe2\x80\xa6 https://t.co/pHI0Db6E1w""",London
2018-04-13 21:01:04,"b'@richardosman Brilliant on #HIGNFY tonight, well done \xf0\x9f\x91\x8d'",London
2018-04-13 21:00:57,b'Val McDermid has a great laugh \xf0\x9f\xa4\xa3 #HIGNFY',London
2018-04-13 21:00:55,"b""RT @Tre_Animation: I'm sure the Daily Mail and Daily Express thanks all the people in the #HIGNFY tag who are losing it over Victoria Coren\xe2\x80\xa6""",London
2018-04-13 21:00:54,"b""RT @The_Indexer: Look! We're on the telly! #HIGNFY https://t.co/k6cWUWDCWY""",London
2018-04-13 21:00:52,b'Got to be the worst #HIGNFY in years',London
2018-04-13 21:00:46,b'Bravura performance by @valmcdermid on #HIGNFY \nMore than held her own against series regulars!',London
2018-04-13 21:00:43,b'.@VictoriaCoren very good on #HIGNFY tonight.',London
2018-04-13 21:00:37,"b""RT @indexers: RT @the_indexer: Look! We're on the telly! #HIGNFY https://t.co/AR0yQmMuRt""",London
2018-04-13 21:00:36,b'Just saw you on the TV @valmcdermid #hignfy. You were fantastic! Great episode.',London
2018-04-13 21:00:34,"b"" #hignfy RT @The_Indexer: We can't think of a nicer bunch of people to be at the mercy of than @valmcdermid, @richardosman and @VictoriaCoren  #HIGN\xe2\x80\xa6""",London
2018-04-13 21:00:30,"b""Don't know what people have against Richard Osman, he's always hilarious. Victoria should be permanent host, she's great.  #HIGNFY""",London
2018-04-13 21:00:28,b' #hignfy RT @BritishQuakers: Woop! Great to hear @YoungQuakerPod mentioned on @haveigotnews this eve! You\xe2\x80\x99ll find laughter and fun - as well as sile\xe2\x80\xa6',London
2018-04-13 21:00:16,b'@valmcdermid you have the best laught ever .... #HIGNFY    Xx',London
2018-04-13 21:00:13,"b'RT @PaulENealon: Loving @VictoriaCoren on #HIGNFY  - gorgeous, funny, incredibly intelligent - what more could you want \xf0\x9f\x98\x80'",London
2018-04-13 21:00:12,"b"" #hignfy It's a bit late for the lame Boris Johnson, Farage, Rees-Mogg 'gags' now, mates. You lot did more than anyone to po\xe2\x80\xa6 https://t.co/wzemD2PVvU""",London
2018-04-13 21:00:11,b'so curious as i saw this on tonights @haveigotnews #HIGNFY https://t.co/NAAHnp5adD',London
2018-04-13 21:00:09,b'@richardosman #HIGNFY is really funny tonight!',London
2018-04-13 21:00:00,b'RT @G8YPE_Chris: @VictoriaCoren @valmcdermid @richardosman Thoroughly enjoyable #HIGNFY',London
2018-04-13 20:59:52,"b' #hignfy RT @Mysteron_Voice: ""I\'d say, Oi, Paxman, NO ! I admire your previously robust work on Newsnight and your no nonsense approach on Universit\xe2\x80\xa6'",London
2018-04-13 20:59:50,"b""Tonight's #HIGNFY was one of the best for a long time. Partly because of the excellent panel &amp; host, but mostly bec\xe2\x80\xa6 https://t.co/spKefHIv09""",London
2018-04-13 20:59:42,b'#HIGNFY best ever! \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',London
2018-04-13 20:59:34,"b'Paul Merton on #HIGNFY reminds me off an uncle who you have to tell ""Its getting late uncle it\'s time to go home""'",London
2018-04-13 20:59:31,b'@VictoriaCoren #HIGNFY looking gorgeous tonight!',London
2018-04-13 20:59:26,b'Loving #HIGNFY tonight! @VictoriaCoren @valmcdermid @richardosman',London
2018-04-13 20:59:21,b'David Mitchell is punching!!\n\n#hignfy',London
2018-04-13 20:59:14,"b' #hignfy RT @RealNatalieRowe: What is going on with that #JEREMYPAXMAN  he\xe2\x80\x99s just told a full on blatant LIE, Jeremy Corbyn was NOT present when any\xe2\x80\xa6'",London
2018-04-13 20:59:08,b' #hignfy Woop! Great to hear @YoungQuakerPod mentioned on @haveigotnews this eve! You\xe2\x80\x99ll find laughter and fun - as well as\xe2\x80\xa6 https://t.co/OG0Q9qD7GE',London
2018-04-13 20:59:05,"b'#HIGNFY is all the better for @valmcdermid - hilarious. And, I love your laugh Val.'",London
2018-04-13 20:59:04,"b""RT @The_Indexer: Look! We're on the telly! #HIGNFY https://t.co/k6cWUWDCWY""",London
2018-04-13 20:59:03,"b'RT @haveigotnews: Wikipedia, Oprah Winfrey and... an antique cutlery collection? \xf0\x9f\xa4\x94\nAll new #HIGNFY - tonight, 9:30 on BBC One. https://t.co\xe2\x80\xa6'",London
2018-04-13 20:59:01,b'@VictoriaCoren @valmcdermid @richardosman Thoroughly enjoyable #HIGNFY',London
2018-04-13 20:59:00,b'Watching #HIGNFY My God but @VictoriaCoren is absolutely stunning...',London
2018-04-13 20:58:57,b'#hignfy the audio during the clapping changed - edited or dubbed audience?',London
2018-04-13 20:58:57,"b""@Jeremysquire Which would work if she needed glasses for the whole of #hignfy but she didn't....just seemed a tad odd.""",London
2018-04-13 20:58:53,"b'Loving @VictoriaCoren on #HIGNFY  - gorgeous, funny, incredibly intelligent - what more could you want \xf0\x9f\x98\x80'",London
2018-04-13 20:58:47,"b'@valmcdermid was great on #HIGNFY \nI doubt there\xe2\x80\x99s any of that humor in her novels, though...'",London
2018-04-13 20:58:41,"b""RT @the_indexer: Look! We're on the telly! #HIGNFY https://t.co/AR0yQmMuRt""",London
2018-04-13 20:58:41,"b'Jeez, the scoring on #HIGNFY is a joke'",London
2018-04-13 20:58:38,"b""RT @brierley_jane: #HIGNFY Why don't more women appear on hignfy? Maybe because 70% of the comments on twitter tonight are  about Victoria\xe2\x80\xa6""",London
2018-04-13 20:58:32,"b""Just when you thought @VictoriaCoren couldn't look any more stunning\xf0\x9f\x98\x8d\n#HIGNFY""",London
2018-04-13 20:58:30,b'#hignfy Osman and Corren show ossified \nMerton and Hislop how to entertain.',London
2018-04-13 20:58:26,b'Always enjoy #HIGNFY when @VictoriaCoren is the presenter',London
2018-04-13 20:58:26,"b""We can't think of a nicer bunch of people to be at the mercy of than @valmcdermid, @richardosman and @VictoriaCoren  #HIGNFY""",London
2018-04-13 20:58:21,"b"" #hignfy Well, that was better than last week's abysmal episode with shouty Paxman.\n\nAlthough that isn't saying much.\n\nBut m\xe2\x80\xa6 https://t.co/XCzQOGX9Dg""",London
2018-04-13 20:58:19,b'Browsing #HIGNFY.. It\xe2\x80\x99s one long confession of masturbation..',London
2018-04-13 20:58:18,"b""I'm sure the Daily Mail and Daily Express thanks all the people in the #HIGNFY tag who are losing it over Victoria\xe2\x80\xa6 https://t.co/mQCe0Ctv7i""",London
2018-04-13 20:58:13,"b""Look! We're on the telly! #HIGNFY https://t.co/k6cWUWDCWY""",London
2018-04-13 20:58:11,"b'Watching #hignfy and, as ever, aspiring to be @VictoriaCoren'",London
2018-04-13 20:57:59,b' #hignfy IcyView - Love of My Life is UP  https://t.co/Z0UUIFHxbR\n\n#MasterChefUK MasterChef winner announced #Gogglebox\xe2\x80\xa6 https://t.co/VhzYXWsGqj',London
2018-04-13 20:57:51,b'Victoria is the best #HIGNFY host\xf0\x9f\x99\x8c',London
2018-04-13 20:57:46,b'@VictoriaCoren looking very nice on #HIGNFY tonight Victoria',London
2018-04-13 20:57:44,b'@VictoriaCoren absolutely best presenter of #HIGNFY',London
2018-04-13 20:57:33,b'@Knickerjelly Too busy trying to spot a Paul Merton joke #emperorsnewclothes #unfunnyasfuck #hignfy',London
2018-04-13 20:57:20,b'Anybody else just realised how fit Victoria coren Mitchell is. #HIGNFY',London
2018-04-13 20:57:18,"b""Victoria Coren Mitchell is so much more sexier now she has stopped sharing David's voice #elocution #hignfy""",London
2018-04-13 20:57:17,b'@mmcdonald147 The BBC INSIST they slant to the left to keep in line with their policies #HIGNFY',London
2018-04-13 20:57:03,"b"" #hignfy Isn't Val McDermid brilliant. Like she writes books, and goes on quiz shows and does comedy and EVERYTHING ! \n\nBril\xe2\x80\xa6 https://t.co/pEgSvjFkIb""",London
2018-04-13 20:56:47,b'Imo @richardosman is killing it on #HIGNFY',London
2018-04-13 20:56:44,"b""#HIGNFY Why don't more women appear on hignfy? Maybe because 70% of the comments on twitter tonight are  about Vict\xe2\x80\xa6 https://t.co/kPQmNTFpho""",London
2018-04-13 20:56:42,b'Ooh and now @indexers magazine featured in missing word round #HIGNFY',London
2018-04-13 20:56:40,b'The Indexers sounds like an Only Connect team name #HIGNFY',London
2018-04-13 20:56:37,"b'She always is , can\xe2\x80\x99t watch #hignfy https://t.co/NR4gtTRp9i'",London
2018-04-13 20:56:33,b'Victoria Coren Mitchell - showing Jeremy Paxman how it should be done. #HIGNFY',London
2018-04-13 20:56:31,"b'""Making jokes about indexers would be out of order."" #HIGNFY'",London
2018-04-13 20:56:27,b'#HIGNFY hmmmm Victoria coren-mitchell',London
2018-04-13 20:56:19,b'Bet neoliberals looked well smug here.\n#hignfy https://t.co/RzgBiZzlsb',London
2018-04-13 20:56:08,"b""#HIGNFY Did Ian Hislop just say 'less' instead of 'fewer'?! Shocked and saddened.""",London
2018-04-13 20:56:04,b'I reckon @VictoriaCoren  should host every week.   Having a good old chuckle tonight. :)  #HIGNFY',London
2018-04-13 20:55:53,b'My timeline is full of people mentioning Victoria Coren Mitchell\xe2\x80\x99s cleavage #hignfy',London
2018-04-13 20:55:50,b'Here we go...  @The_Indexer @indexers #geeek #HIGNFY https://t.co/VLkjy5eM9d',London
2018-04-13 20:55:38,b' #hignfy @BarracloughAj @valmcdermid @doddingtondairy @doddmilkbar Yeah just because @doddingtondairy makes beautiful artisa\xe2\x80\xa6 https://t.co/eXg9SBshXj',London
2018-04-13 20:55:37,b'#hignfy no mention of the Rivers of blood broadcast too controversial eh for MSM',London
2018-04-13 20:55:36,b'#HIGNFY Richard Osman is the most deliciously witty man alive. I love him.',London
2018-04-13 20:55:35,b'Just accidentally turned over to see #HIGNFY I thought the BBC cancelled this in 1917 when it wasn\xe2\x80\x99t funny. Some things never change \xf0\x9f\x99\x84',London
2018-04-13 20:55:35,"b' #hignfy @bbc some very bright spark has already changed Hislop\xe2\x80\x99s wiki from a supposed collector of spoons, to that of Porch\xe2\x80\xa6 https://t.co/AxOHzmqMf3'",London
2018-04-13 20:55:14,b'#HIGNFY Prince Charles digeridoo pic reminds me of something..... https://t.co/uIyUfAALwt',London
2018-04-13 20:55:06,b'Young #Quaker podcast featured in #HIGNFY tonight',London
2018-04-13 20:55:01,b'. @VictoriaCoren is brilliant on @haveigotnews #HIGNFY',London
2018-04-13 20:54:58,"b""RT @RajitGholap: #quaker podcast mentioned on #hignfy  ! It's better in person than they described @BritishQuakers""",London
2018-04-13 20:54:53,b'@haveigotnews \xf0\x9f\x98\xb2Ian Hislop said less people instead of fewer #HIGNFY',London
2018-04-13 20:54:48,"b""Watching #HIGNFY and cant take my eyes of Victoria's misaligned boobs #quietfriday https://t.co/4o8d5f0CrW""",London
2018-04-13 20:54:32,b'#hignfy This tweet wankfest going on over Victoria Coren just goes to prove the theory of supply and demand. On GMT\xe2\x80\xa6 https://t.co/hchReinFcs',London
2018-04-13 20:54:07,b'RT @ellygriffiths: \xe2\x80\x98If I was in that family I\xe2\x80\x99d be a drinker\xe2\x80\x99. Go @valmcdermid! Great to see you on #hignfy',London
2018-04-13 20:54:01,b'can they not put the joyless Merton out to pasture &amp; get Richard Osman on full-time? #HIGNFY',London
2018-04-13 20:54:01,"b'Paul Merton apears bored, miserable and wishes he were somewhere else.#HIGNFY'",London
2018-04-13 20:53:58,b'Val and Ian have matching chins #HIGNFY',London
2018-04-13 20:53:57,b'Wow.... watching #HIGNFY and @VictoriaCoren is just.....Wow.',London
2018-04-13 20:53:57,"b""Why is Victoria CM wearing glasses on #hignfy but doesn't need them on #onlyconnect or other sections of #hignfy ?""",London
2018-04-13 20:53:56,b'Only connect is great but @VictoriaCoren comes into her own on #HIGNFY just brilliant',London
2018-04-13 20:53:38,b'Five of my favourite people on one show\xf0\x9f\x98\x8d  #HIGNFY',London
2018-04-13 20:53:35,"b'""The gentle sound of urine on cardboard. These are a few of my favourite things"" Absolutely howling at @PaulMerton @VictoriaCoren #HIGNFY'",London
2018-04-13 20:53:33,"b'@VictoriaCoren Fab to see you on #HIGNFY tonight, but am finding your off-centre cleavage worryingly distracting. \xf0\x9f\x98\xb3'",London
2018-04-13 20:53:21,b'Current status: imagining @AntonyTiernan punching the air in triumph as #HIGNFY mentions @BBCRadio3 #NHS70 plans.',London
2018-04-13 20:53:15,"b""#quaker podcast mentioned on #hignfy  ! It's better in person than they described @BritishQuakers""",London
2018-04-13 20:53:15,b'This episode is on fire!  #hignfy',London
2018-04-13 20:53:12,b'RT @jolly_angelina: #HIGNFY 1st sec. JC Antisemitism theme. BBC outsourcing influential programmes a worry re transparency/accountability #\xe2\x80\xa6',London
2018-04-13 20:53:10,b'#HIGNFY Iain Hislop has obviously forgotten that spoof interviews in Private Eye almost always feature spoons.',London
2018-04-13 20:52:43,"b'I dont want to sound sexist @VictoriaCoren, but you look absolutely gorgeous on #HIGNFY'",London
2018-04-13 20:52:37,b'. @VictoriaCoren good evening. M\xe2\x80\x99lovely wife would like to check you were wearing @LindyBopDresses on tonight\xe2\x80\x99s @haveigotnews #HIGNFY',London
2018-04-13 20:52:22,b'Is @VictoriaCoren on x hamster #hignfy',London
2018-04-13 20:52:18,b' #hignfy RT @chetanv82: Anyone else watching Have I got news for you like me finding themselves being distracted by Victoria Coren\xe2\x80\x99s cleavage? #HIGN\xe2\x80\xa6',London
2018-04-13 20:52:17,"b' #hignfy RT @Mysteron_Voice: ""I\'d say, Oi, Paxman, NO ! I admire your previously robust work on Newsnight and your no nonsense approach on Universit\xe2\x80\xa6'",London
2018-04-13 20:52:14,b'@valmcdermid stealing the show on #HIGNFY #fifestar',London
2018-04-13 20:52:12,b'#hignfy\nPlease make Victoria Coren Mitchell the permanent chair. Or allow her to alternate with Alexander Armstrong.',London
2018-04-13 20:52:11,b'@VictoriaCoren is by far the best presenter of #HIGNFY. Ever',London
2018-04-13 20:52:08,b'#hignfy @VictoriaCoren was made for this',London
2018-04-13 20:51:53,"b'Yes @richardosman, welcome to the #neverbrokenmyphonescreen club! #HIGNFY'",London
2018-04-13 20:51:36,b'A blow job in the car from Victoria Coren in that dress would be nice #hignfy \n\nStart the engine',London
2018-04-13 20:51:29,b'#hignfy @VictoriaCoren is utterly charming tonight https://t.co/g2gegNrbzT',London
2018-04-13 20:51:29,"b'RT @haveigotnews: Tonight\xe2\x80\x99s #HIGNFY is hosted by @VictoriaCoren, with guest panellists @richardosman and @valmcdermid. BBC One, 9:30pm.'",London
2018-04-13 20:51:21,b'#HIGNFY How did David Mitchell bag Victoria Coren or conversely or how did Victoria Mitchell bag David Mitchell\xe2\x80\xa6 https://t.co/tpuMbToFio',London
2018-04-13 20:51:21,b'RT @mrankoff: #hignfy So funny \xf0\x9f\x98\x82 and trust me there ain\xe2\x80\x99t been much to laugh at where #Corbyn has been involved. https://t.co/zGf7f3BBKn',London
2018-04-13 20:51:17,b'Victoria Coren is immense \xf0\x9f\x91\x8c #HIGNFY',London
2018-04-13 20:51:14,b'#HIGNFY\nTime to put this programme out to pasture I think.',London
2018-04-13 20:51:08,"b""@valmcdermid Funny, clever, no Scottish cringe and isn't that a pretty colour if blue on you. #HIGNFY""",London
2018-04-13 20:50:40,"b""@richardosman How's your phone holding up? #hignfy""",London
2018-04-13 20:50:39,b'@VictoriaCoren @valmcdermid @richardosman #HIGNFY. Q: How many people in the world have access to electricity? A: 8\xe2\x80\xa6 https://t.co/4lUM8nJWj9',London
2018-04-13 20:50:34,b'most people tweeting about #HIGNFY tonight seem to have the hots for @VictoriaCoren',London
2018-04-13 20:50:23,b'@VictoriaCoren loving you on #HIGNFY tonight \xf0\x9f\x98\x80',London
2018-04-13 20:50:18,"b""Ah that's better just wanked off over victoria Coren breasts #hignfy""",London
2018-04-13 20:50:17,b'I think Victoria Coren Mitchell is my new girl crush! \n#HaveIGotNews #HIGNFY',London
2018-04-13 20:50:04,b'@VictoriaCoren Looking amazing on #HIGNFY as always. Adding some glamour to the show \xf0\x9f\x98\x8a',London
2018-04-13 20:49:51,b'I wish this episode of #HIGNFY could go on forever.',London
2018-04-13 20:49:46,b'Ouch.. low blow #HIGNFY with a Chief Rabbi jibe to open the show on a Friday night ;)',London
2018-04-13 20:49:44,b'#hignfy thanks for giving out my pi number',London
2018-04-13 20:49:32,"b'@VictoriaCoren is a great presenter on #hignfy very pleasing on the eye also, oh yes splendid'",London
2018-04-13 20:49:08,b'RT @I_love_spanking: #hignfy fuck the news I want to suck Corens tits',London
2018-04-13 20:49:03,"b' #hignfy A cracking job on this evening\xe2\x80\x99s ep of #HaveIGotNewsForYou @VictoriaCoren, v much enjoyed. What a blooming brillian\xe2\x80\xa6 https://t.co/5U4Wvp7CPe'",London
2018-04-13 20:49:02,"b'Coren-Mitchell is a perfectly competent #hignfy host, in the technical sense. Just utterly joyless.'",London
2018-04-13 20:48:57,b'#hignfy \nMy love for @VictoriaCoren KNOWS. NO. BOUNDS.',London
2018-04-13 20:48:49,b'Victoria Cohen Mitchell. Wowzer!! \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d #HIGNFY',London
2018-04-13 20:48:43,b'I have never shown HRH Prince Charles my massive club - how dare you.\n\n@haveigotnews #HIGNFY https://t.co/2NEa5g3jz5',London
2018-04-13 20:48:42,b'#hignfy Self-righteous little twat.',London
2018-04-13 20:48:34,b'How much do I love @valmcdermid. Great to see her on #HIGNFY. More please.',London
2018-04-13 20:48:33,"b'Victoria Coren Mitchell is just amazing. Clever, funny, beautiful. Such a hotty. Would bang for days without a piss break. #HIGNFY'",London
2018-04-13 20:48:28,b'Paul Merton still wait 17 mins to come out with a classic every week. Made a career out of it. Proper funny guy #merton #hignfy',London
2018-04-13 20:48:20,b'@VictoriaCoren Love your top on #HIGNFY tonight!',London
2018-04-13 20:48:18,"b'Mind you, Paul Merton. BBC wage thief. #hignfy'",London
2018-04-13 20:48:18,b'That\xe2\x80\x99s one helluva laugh from Val there #HIGNFY https://t.co/4Wkk3p1SqR',London
