2018-04-20 20:02:05,b'RT @EJT___: #SignsYoureInMyHometown\n\nThey roll up the sidewalks at 10:00',California
2018-04-20 19:34:43,b'People still have their snow tires. #April20th #SignsYoureInMyHometown',California
2018-04-20 19:34:42,b'RT @Artist_Angie: #SignsYoureInMyHometown \nYou are probably related to me. :/',California
2018-04-20 19:34:40,"b'RT @sko12: #SignsYoureInMyHometown You say Soda, Wooder, LANcASTER correctly'",California
2018-04-20 19:34:39,"b""RT @heyjacqui_: LeBron James is a hometown hero. Except for the 4 years with the Heat but we won't talk about that. #SignsYoureInMyHometown\xe2\x80\xa6""",California
2018-04-20 19:34:39,b'RT @mamabridgee: #SignsYoureInMyHometown Alot of guys look like this. https://t.co/Mc5pcuVD28',California
2018-04-20 19:34:39,b'RT @KnicksDrunk: You will eat some of the best Pizza you ever had in your life.  #brooklyn  #SignsYoureInMyHometown',California
2018-04-20 19:34:36,b'RT @uptnhrlmb: #SignsYoureInMyHometown \n\nThe streets have no names',California
2018-04-20 19:34:36,"b""Nobody has a driver's license #SignsYoureInMyHometown""",California
2018-04-20 19:34:35,b'RT @Royal_RannaAnna: You can get \xe2\x80\x9cstuck\xe2\x80\x9d behind a tractor while driving. #SignsYoureInMyHometown',California
2018-04-20 19:34:35,b'RT @robyndwoskin: Potholes are everywhere!#SignsYoureInMyHometown https://t.co/Jyaa6FHpW4',California
2018-04-20 19:34:34,b'RT @InkpenBandit: You can go from bisons to buildings in 20 minutes flat. #SignsYoureInMyHometown https://t.co/vgTm2jerIC',California
2018-04-20 19:34:33,"b""#SignsYoureInMyHometown \n'Where we're from\nThere's no sun\nOur hometown's in the dark'""",California
2018-04-20 19:34:31,b'RT @MTopkat3852: #SignsYoureInMyHometown\nYou might catch Elvis doing his thing https://t.co/lHms20xnUw',California
2018-04-20 19:34:29,b'Not many women...\n#SignsYoureInMyHometown https://t.co/MADl4P0ONR',California
2018-04-20 19:34:28,b'#SignsYoureInMyHometown\nEven the monuments celebrate #420day https://t.co/shxfiu3rKI',California
2018-04-20 19:34:27,"b'#SignsYoureInMyHometown Red Rocks, beautiful sunsets and a bunch of New Age BS https://t.co/L9ODLSOSfq'",California
2018-04-20 19:34:26,b'RT @TheSeaRose: The mountain is out and the Emerald City is beaming!\n#SignsYoureInMyHometown https://t.co/7TLcvQ9MRa',California
2018-04-20 19:34:25,"b""There's a school shooting on #NationalSchoolWalkout Day because Florida. #SignsYoureInMyHometown\nhttps://t.co/O9GTFsmjys""",California
2018-04-20 19:34:23,"b""There's a foot of snow on the ground.\xf0\x9f\x98\xa9\xe2\x9b\x84\xe2\x9d\x84 #SignsYoureInMyHometown""",California
2018-04-20 19:34:22,"b""RT @MrScottMFraser: #SignsYoureInMyHometown :\nYer Maw is doing the walk of shame, swigging from her bottle o' Buckie, hiding her LIDL messa\xe2\x80\xa6""",California
2018-04-20 19:34:22,b'My neck of the woods...very little hipsters.  Old Brooklyn.   #SignsYoureInMyHometown',California
2018-04-20 19:34:22,b'RT @Kevin_Saito: #SignsYoureInMyHometown You quickly learn to dodge bullets like Neo. https://t.co/7RuSkuDm3a',California
2018-04-20 19:34:20,b'RT @bridgetdoran: Someone will always say it\xe2\x80\x99s \xe2\x80\x9cThe city that rhymes with fun\xe2\x80\x9d #SignsYoureInMyHometown',California
2018-04-20 19:34:20,b'RT @Leopluradon75: The water is on fire #SignsYoureInMyHometown https://t.co/fF8OdhAWjZ',California
2018-04-20 19:34:18,b'RT @charley_ck14: I\xe2\x80\x99m nowhere to be found. #SignsYoureInMyHometown',California
2018-04-20 19:34:15,b'#SignsYoureInMyHometown You hear people speaking in some weird French-English dialect at the local Timmies - @jenny_irish86 probably',California
2018-04-20 19:34:14,b'RT @TristaSnyder32: #SignsYoureInMyHometown people come for the demo derby. https://t.co/fkbtcKKPeu',California
